US-State|URL|Title|Location|AskPrice|CashFlow|GrossRevenue|EBITDA|FF&E|Inventory|Rent|RealEstate|Established|Inventory-2|RealEstate-2|BuildingSF|LeaseExpiration|Employees|FurnitureFixturesAndEquipment|Facilities|GrowthAndExpansion|Financing|SupportAndTraining|ReasonForSelling
Vermont|https://www.bizbuysell.com//Business-Opportunity/Import-Auto-Repair-Huge-749-700-Cash-Flow/1690690/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Import Auto Repair – Huge $749,700 Cash Flow|San Mateo County, CA|$2,800,000|$749,700|$3,058,000|N/A|N/A|$40,000*|||1974|Not included in asking price||||9||Immaculate and well-organized facilities, each with seven service bays (6,150 square feet and 5,000 square feet). Fully equipped with the latest technology for a wide range of auto repairs, diagnostics and preventive maintenance services for multiple brands of import luxury vehicles.|Local owner/operator could grow the business by leveraging social media and further expanding the import brands that are serviced.|Qualifies for 90% Bank/SBA financing|Seller will provide a minimum of 2 weeks of training at 30 hours/week and additional telephone support to ensure a smooth transition. With Seller training and an experienced crew, no prior automotive background is required.|Pursue other interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/AAMCO-Transmissions-Franchise-for-Sale/1736969/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|AAMCO Transmissions Franchise for Sale|Solano County, CA|$125,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||Full auto repair franchise will all equipment. Fully functioning auto repair site already in operation.||Seller financing is available|New owner will receive top-rated training and ongoing support along with access to AAMCO University, a state-of-the-art training facility in Newnan, Georgia.|Refranchising existing unit - with almost 600locations, owners often retire.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Import-Auto-Repair-Specialist-Over-816-000-in-Sales/1739276/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Import Auto Repair Specialist – Over $816,000 in Sales|Ventura County, CA|$375,000|$236,400|$816,000|N/A|N/A|$6,500*|||1991|Not included in asking price||||3||2,000+ square foot building with four service bays (four lifts), parts storage areas and customer reception area. Interior and exterior customer parking. Fully equipped with the latest technology for a wide range of European import automotive repairs, diagnostics and preventive maintenance. Long-term lease with an option to renew for the buyer.|Local owner/operator could grow the business with leveraging social media and further expanding the import brands that are serviced.|Financing available for a qualified buyer|Seller will provide a minimum of 1 week of training and additional telephone support to ensure a smooth transition.|Owners wish to pursue other business interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Import-Auto-Repair-Family-Business-For-Over-35-Years/1747625/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Import Auto Repair – Family Business For Over 35 Years|Alameda County, CA|$170,000|N/A|$517,600|N/A|N/A|$10,000*||N/A|1985|Not included in asking price|Owned|3,800||3||3,800+ square foot building with five service bays (four lifts), parts storage areas and customer reception area. Interior and exterior customer parking for 20 cars. Fully equipped with the latest technology for a wide range of import automotive repairs, diagnostics, and preventive maintenance. The property owner will provide a new long-term lease for the Buyer.|Local owner/operator could grow the business with leveraging social media and further expanding the import brands that are serviced.|70% Seller financing for up to 10 years|Seller will provide 2 weeks of training at 30 hours/week and additional telephone support to ensure a smooth transition.|Long term Owner wishes to retire
Vermont|https://www.bizbuysell.com//Business-Opportunity/Auto-Repair-Franchise-Huge-400-000-Cash-Flow/1749622/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Auto Repair Franchise – Huge $400,000+ Cash Flow|Alameda County, CA|$1,800,000|$402,700|$2,103,500|N/A|N/A|$35,000*|||1981|Not included in asking price||||10||Auto repair center is a nationally recognized brand and one of the largest providers of auto service, offering total car care including brakes, express oil changes, exhaust, scheduled maintenance, tires, alignment, steering and suspension services. Extensively equipped, nine-bay prototype building (5,000 square feet) with attractive customer waiting area, plenty of storage space, and large parking area.|Significant growth potential to an energetic entrepreneur through expanding car counts and diversification of services, including scheduled maintenance, tires, fleet sales, etc. Qualified dealers may seek expansion through multi-unit ownership.|Qualifies for 90% bank/SBA financing for 10 years|Classroom and on-line training is provided by Franchisor per the FDD. Additional 20 hours training and several months of telephone consulting would be provided by Seller. Franchisees benefit from complete training and marketing support and a franchise leadership team committed to long-term franchisee growth. Prior automotive background is not required.|Focus on other business interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Big-O-Tires-Opportunity-in-Carlsbad-CA/1759389/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Big O Tires Opportunity in Carlsbad, CA|Carlsbad, CA (San Diego County)|$610,000|N/A|$925,000|N/A|$110,000|$50,000*|||2012|Not included in asking price|||||Included in asking price||Big O Tires is poised for continuing growth! Ours is a significant share of the marketplace in the United States. The number of cars and light trucks continues to increase and as vehicles age they need more of the products and services we provide. We are committed to delivering quality service and to satisfy our customers with professional and courteous service.|Big O Tires can refer you to preferred 3rd Party Lenders.|When you become a Big O Tires franchisee, you and your team are eligible for our thorough training programs. Our program includes operational training for all aspects of the business- from sales training, to technical training and financial analysis. Training is completed in group sessions, in-store and on-line|Seeking Franchise Owners/Operators
Vermont|https://www.bizbuysell.com//Business-Opportunity/Dry-Cleaners-FOR-SALE/1759491/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Dry Cleaners  FOR SALE|Hawthorne, CA (Los Angeles County)|$170,000|$13,654|$21,204|N/A|N/A|N/A|$5,300 /Month||1985||Leased|2,000|N/A|2||Next To other commercial Businesses, Ralphs Grocery Store, El Torito,CVS 99 cents store|||Owner is willing to Train for up to one month.|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Diesel-Engine-Repair-Business-for-Sale/1710127/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Established Diesel Engine Repair Business for Sale|Fresno, CA (Fresno County)|$1,800,000|N/A|$1,500,000|$1,500,000|$150,000|$10,000||$750,000|1994|Included in asking price|Owned|6,000||6|Included in asking price|6 bay - 6000 square foot building with dual office set-up ( 2 bathrooms and shower) Operation includes all speciality engine tools, parts washer, steam rack, forklift, air compressor, parts shelf space, work benches and everything required to run a top notch operation. Large 1 acre fully fenced property with alarm system and plenty of parking. Steel Building built In 1997 is in excellent condition with two heaters and shop coolers. (Home Based)|Expansion possibilities to include transmission/suspension/brakes etc. set-up to perform Bumper  to Bumper truck services.|||Owner is retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Hand-Car-Wash-for-Sale/1759450/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Hand Car Wash for Sale|Irwindale, CA (Los Angeles County)|$450,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Highly-Profitable-Health-and-PandC-Agency-For-Sale/1759489/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Highly Profitable Health and P&C Agency For Sale|Lake Forest, CA (Orange County) (Relocatable)|$895,000|$331,889|$360,189|N/A|N/A|N/A|||1991|||||||Facilities: Conveniently located office on a major road, inexpensive rent, and two years remaining on the lease.  For ease of transition, Buyer may want to keep this office for the short term. However, this business is mostly done over the phone and online and is relocatable.|The Seller has put very little effort into marketing and advertising, relying on referrals and organic search.  A Buyer who continues to take excellent care of the book while focusing on growing market share through targeted marketing efforts will grow this business.|Available with the right offer|As needed.|Retirement.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Laguna-Niguel-Pool-Service-Route-for-Sale/1753996/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Laguna Niguel Pool Service Route for Sale|San Clemente, CA (Orange County)|$33,600|$42,000|$54,600|N/A|N/A|N/A|||2015|||||||Swimming Pool Route for Sale – Swimming Pool Business – Swimming Pool Accounts for Sale – Accounts on this route are located in Laguna Niguel, SW Mission Viejo. Excellent area and plenty of room for expansion! This business can be run from a HOME or small office. Enjoy monthly recurring income, unlimited profits and growth with this route Millionaire Pool Man Program. (Home Based)|Enjoy UNLIMITED Expansion and Growth! Let us show you how our clients have dominated many areas in the pool service and repair industry. Our marketing methods are proven. Our marketing program is free to our clients. There are different levels of success. The more you want to earn, the more you need The Millionaire Pool Man Program. Enjoy high profits, low overhead, stability and continued growth in a recession-proof industry with virtually no failure rate. Success is easy, if you want it.||"Seller provides 30-day training period and on-going support, in most cases. In addition, National Pool Route Sales offers a comprehensive closing package for our clients, which includes billing software, The Millionaire Pool Man Program, “Everything You Always Wanted to Know about Pool Care"" and more! (Some restrictions apply) With National Pool Route Sales you have unlimited business consulting!  We have over 40 years’ experience.  Use our experience to further your success!"|Downsizing
Vermont|https://www.bizbuysell.com//Business-Opportunity/Camarillo-Pool-Service-Route-for-Sale/1753971/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Camarillo Pool Service Route for Sale|Camarillo, CA (Ventura County)|$206,700|$194,000|$243,800|N/A|N/A|N/A|||2015|||||||Swimming Pool Route for Sale – Swimming Pool Business – Swimming Pool Accounts for Sale – Accounts on this route are located in Camarillo, Thousand Oaks, WLV, Ventura. Excellent area and plenty of room for expansion! This business can be run from a HOME or small office. Enjoy monthly recurring income, unlimited profits and growth with this route Millionaire Pool Man Program. (Home Based)|Enjoy UNLIMITED Expansion and Growth! Let us show you how our clients have dominated many areas in the pool service and repair industry. Our marketing methods are proven. Our marketing program is free to our clients. There are different levels of success. The more you want to earn, the more you need The Millionaire Pool Man Program. Enjoy high profits, low overhead, stability and continued growth in a recession-proof industry with virtually no failure rate. Success is easy, if you want it.||"Seller provides 30-day training period and on-going support, in most cases. In addition, National Pool Route Sales offers a comprehensive closing package for our clients, which includes billing software, The Millionaire Pool Man Program, “Everything You Always Wanted to Know about Pool Care"" and more! (Some restrictions apply) With National Pool Route Sales you have unlimited business consulting!  We have over 40 years’ experience.  Use our experience to further your success!"|Focus on other Businesses
Vermont|https://www.bizbuysell.com//Business-Opportunity/Eastvale-Pool-Service-Route-for-Sale/1753985/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Eastvale Pool Service Route for Sale|Corona, CA (Riverside County)|$38,000|$53,000|$68,600|N/A|N/A|N/A|||2017|||||||Swimming Pool Route for Sale – Swimming Pool Business – Swimming Pool Accounts for Sale – Accounts on this route are located in Eastvale, Corona, Riverside . Excellent area and plenty of room for expansion! This business can be run from a HOME or small office. Enjoy monthly recurring income, unlimited profits and growth with this route Millionaire Pool Man Program. (Home Based)|Enjoy UNLIMITED Expansion and Growth! Let us show you how our clients have dominated many areas in the pool service and repair industry. Our marketing methods are proven. Our marketing program is free to our clients. There are different levels of success. The more you want to earn, the more you need The Millionaire Pool Man Program. Enjoy high profits, low overhead, stability and continued growth in a recession-proof industry with virtually no failure rate. Success is easy, if you want it.||"Seller provides 30-day training period and on-going support, in most cases. In addition, National Pool Route Sales offers a comprehensive closing package for our clients, which includes billing software, The Millionaire Pool Man Program, “Everything You Always Wanted to Know about Pool Care"" and more! (Some restrictions apply) With National Pool Route Sales you have unlimited business consulting!  We have over 40 years’ experience.  Use our experience to further your success!"|Moved
Vermont|https://www.bizbuysell.com//Business-Opportunity/Upland-Pool-Service-Route-for-Sale/1758440/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Upland Pool Service Route for Sale|Covina, CA (Los Angeles County)|$99,600|$123,000|$159,600|N/A|N/A|N/A|||2014|||||||Swimming Pool Route for Sale – Swimming Pool Business – Swimming Pool Accounts for Sale – Accounts on this route are located in Upland, Ontario, Fontana, Rancho Cucamonga. Excellent area and plenty of room for expansion! This business can be run from a HOME or small office. Enjoy monthly recurring income, unlimited profits and growth with this route Millionaire Pool Man Program. (Home Based)|Enjoy UNLIMITED Expansion and Growth! Let us show you how our clients have dominated many areas in the pool service and repair industry. Our marketing methods are proven. Our marketing program is free to our clients. There are different levels of success. The more you want to earn, the more you need The Millionaire Pool Man Program. Enjoy high profits, low overhead, stability and continued growth in a recession-proof industry with virtually no failure rate. Success is easy, if you want it.||"Seller provides 30-day training period and on-going support, in most cases. In addition, National Pool Route Sales offers a comprehensive closing package for our clients, which includes billing software, The Millionaire Pool Man Program, “Everything You Always Wanted to Know about Pool Care"" and more! (Some restrictions apply) With National Pool Route Sales you have unlimited business consulting!  We have over 40 years’ experience.  Use our experience to further your success!"|Change Career
Vermont|https://www.bizbuysell.com//Business-Opportunity/To-go-Only-Pizza-Nets-136-000-yr-65K-dn/1714907/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=&lp_irladpv=1|"""To go Only"" Pizza Nets $136,000 yr. $65K dn"|Livermore, CA (Alameda County)|$370,000|N/A|$619,868|$136,000|$80,000|$3,000|$6,200 /Month||2000|Included in asking price|Leased|1,280|12/31/2020|10|Included in asking price|The store is 1,280 sq. ft. Shows well throughout ! Lease expires in another year with a 5 yr. option. Lease may be extended with landlord. Business was established over 20 years ago. Present owner has owned this Franchise for over 4 years.|Plenty of growth to expand this location. Beautiful shopping center, no direct competition. THE COVID ISSUE HAS BEEN A BENEFIT HERE BECAUSE IT HAS INCREASED THE BRAND NAME AND THE BUSINESS HAS EXPERIENCED ABOUT A 15% INCREASE IS NEW CUSTOMERS.|$305,000|Franchisor  will require the buyer to train for just over 5 weeks. There is a transfer fee the buyer must pay (to follow)|Seller lives over 2 hours away from the store and has another full time job.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Yucaipa-Pool-Service-Route-for-Sale/1758455/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Yucaipa Pool Service Route for Sale|Yucaipa, CA (San Bernardino County)|$25,200|$32,000|$42,200|N/A|N/A|N/A|||2014|||||||Swimming Pool Route for Sale – Swimming Pool Business – Swimming Pool Accounts for Sale – Accounts on this route are located in Yucaipa. Excellent area and plenty of room for expansion! This business can be run from a HOME or small office. Enjoy monthly recurring income, unlimited profits and growth with this route Millionaire Pool Man Program. (Home Based)|Enjoy UNLIMITED Expansion and Growth! Let us show you how our clients have dominated many areas in the pool service and repair industry. Our marketing methods are proven. Our marketing program is free to our clients. There are different levels of success. The more you want to earn, the more you need The Millionaire Pool Man Program. Enjoy high profits, low overhead, stability and continued growth in a recession-proof industry with virtually no failure rate. Success is easy, if you want it.||"Seller provides 30-day training period and on-going support, in most cases. In addition, National Pool Route Sales offers a comprehensive closing package for our clients, which includes billing software, The Millionaire Pool Man Program, “Everything You Always Wanted to Know about Pool Care"" and more! (Some restrictions apply) With National Pool Route Sales you have unlimited business consulting!  We have over 40 years’ experience.  Use our experience to further your success!"|Selling a portion of my Routes
